schema_version,metric,system_or_contrast,statistic,point_estimate,confidence_level,ci_low,ci_high,method,resampling_unit,requested_replicates,valid_replicates,seed
phase06-bootstrap-interval-v1,rouge_l_f1,k10_sufficient_minus_insufficient,insufficient_median,0.1542079207920792,0.95,0.12244897959183675,0.18969838389076138,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,rouge_l_f1,k10_sufficient_minus_insufficient,median_difference,0.05197764621823006,0.95,-0.01949319523714239,0.10026710499280875,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,rouge_l_f1,k10_sufficient_minus_insufficient,cliffs_delta,0.23951781970649896,0.95,0.002671451355661892,0.4707913494551424,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,bertscore_f1,k10_sufficient_minus_insufficient,sufficient_mean,0.8946825940653963,0.95,0.8868089404540364,0.902913306728242,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,bertscore_f1,k10_sufficient_minus_insufficient,insufficient_mean,0.8778191258509954,0.95,0.8714778245220249,0.8846863791233448,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,bertscore_f1,k10_sufficient_minus_insufficient,mean_difference,0.01686346821440088,0.95,0.006361064271025094,0.027133140876879566,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,bertscore_f1,k10_sufficient_minus_insufficient,sufficient_median,0.8907251358032227,0.95,0.880649983882904,0.9038827419281006,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,bertscore_f1,k10_sufficient_minus_insufficient,insufficient_median,0.8730940222740173,0.95,0.86957186460495,0.8804942965507507,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,bertscore_f1,k10_sufficient_minus_insufficient,median_difference,0.017631113529205322,0.95,0.0053479671478271484,0.03158646821975708,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,bertscore_f1,k10_sufficient_minus_insufficient,cliffs_delta,0.3385744234800839,0.95,0.10306155522453937,0.556604023160627,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,unsupported_claim_rate,k10_sufficient_minus_insufficient,sufficient_mean,0.23763102725366878,0.95,0.16032909070060772,0.3210932455609362,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,unsupported_claim_rate,k10_sufficient_minus_insufficient,insufficient_mean,0.3351851851851852,0.95,0.21758101851851858,0.46390624999999974,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,unsupported_claim_rate,k10_sufficient_minus_insufficient,mean_difference,-0.09755415793151642,0.95,-0.24837549483178142,0.04954000150099436,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,unsupported_claim_rate,k10_sufficient_minus_insufficient,sufficient_median,0.2,0.95,0.0,0.25,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,unsupported_claim_rate,k10_sufficient_minus_insufficient,insufficient_median,0.25,0.95,0.0,0.5,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,unsupported_claim_rate,k10_sufficient_minus_insufficient,median_difference,-0.04999999999999999,0.95,-0.4,0.25,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,unsupported_claim_rate,k10_sufficient_minus_insufficient,cliffs_delta,-0.11844863731656184,0.95,-0.35581140350877194,0.11785786875725898,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,fully_supported_response,k10_sufficient_minus_insufficient,risk_difference,0.04612159329140464,0.95,-0.1695567746429814,0.2565659888357257,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,answer_coverage,G0,policy_proportion,1.0,0.95,1.0,1.0,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,grounded_answer_yield,G0,policy_proportion,0.4606741573033708,0.95,0.3595505617977528,0.5617977528089888,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,unsupported_answer_population_rate,G0,policy_proportion,0.5393258426966292,0.95,0.43820224719101125,0.6404494382022472,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,rouge_l_f1,G0,policy_quality_mean,0.19199381302512264,0.95,0.17215943324242378,0.21290724102067024,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,rouge_l_f1,G0,policy_quality_median,0.1797752808988764,0.95,0.1509433962264151,0.2222222222222222,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,bertscore_f1,G0,policy_quality_mean,0.8874577015973208,0.95,0.8823374815201491,0.8927277730589502,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,bertscore_f1,G0,policy_quality_median,0.8863112926483154,0.95,0.8772040009498596,0.8905640840530396,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,unsupported_claim_rate,G0,policy_quality_mean,0.3012704707351105,0.95,0.2296813725490196,0.37313330763016805,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,unsupported_claim_rate,G0,policy_quality_median,0.25,0.95,0.0,0.3333333333333333,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,mean_claim_support_score,G0,policy_quality_mean,0.5281658652106743,0.95,0.4666770300599799,0.5888918318216263,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,mean_claim_support_score,G0,policy_quality_median,0.492941011985143,0.95,0.43838804960250854,0.5881820106878877,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,output_token_count,G0,policy_quality_mean,81.30337078651685,0.95,73.76348314606741,88.53932584269663,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,output_token_count,G0,policy_quality_median,86.0,0.95,70.0,103.0,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,answer_coverage,G1,policy_proportion,1.0,0.95,1.0,1.0,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,grounded_answer_yield,G1,policy_proportion,0.47191011235955055,0.95,0.3707865168539326,0.5730337078651685,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,unsupported_answer_population_rate,G1,policy_proportion,0.5280898876404494,0.95,0.42696629213483145,0.6292134831460674,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,rouge_l_f1,G1,policy_quality_mean,0.19912363883292,0.95,0.17723179414202303,0.22359653519360637,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,rouge_l_f1,G1,policy_quality_median,0.16923076923076924,0.95,0.14736842105263157,0.21176470588235297,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,bertscore_f1,G1,policy_quality_mean,0.8878614159112566,0.95,0.8823054050796487,0.8935529942927736,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,bertscore_f1,G1,policy_quality_median,0.8813255429267883,0.95,0.8738307356834412,0.8879232406616211,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,unsupported_claim_rate,G1,policy_quality_mean,0.2770911360799001,0.95,0.20992353308364545,0.34750624219725335,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,unsupported_claim_rate,G1,policy_quality_median,0.2,0.95,0.0,0.25,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,mean_claim_support_score,G1,policy_quality_mean,0.49389690014594156,0.95,0.43698404849375166,0.5514617119518895,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,mean_claim_support_score,G1,policy_quality_median,0.4893634617328644,0.95,0.37383975298143923,0.5926026128232479,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,output_token_count,G1,policy_quality_mean,79.3932584269663,0.95,72.04494382022472,86.5511235955056,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,output_token_count,G1,policy_quality_median,83.0,0.95,74.0,90.0,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,answer_coverage,G2,policy_proportion,0.02247191011235955,0.95,0.0,0.056179775280898875,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,grounded_answer_yield,G2,policy_proportion,0.02247191011235955,0.95,0.0,0.056179775280898875,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,unsupported_answer_population_rate,G2,policy_proportion,0.0,0.95,0.0,0.0,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,answer_coverage,G3,policy_proportion,0.1797752808988764,0.95,0.10112359550561797,0.25842696629213485,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,grounded_answer_yield,G3,policy_proportion,0.07865168539325842,0.95,0.02247191011235955,0.1348314606741573,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,unsupported_answer_population_rate,G3,policy_proportion,0.10112359550561797,0.95,0.0449438202247191,0.16853932584269662,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,rouge_l_f1,G3,policy_quality_mean,0.221172141615343,0.95,0.165661772816171,0.2813160020796903,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,rouge_l_f1,G3,policy_quality_median,0.21725956682751651,0.95,0.11764705882352941,0.28125,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,bertscore_f1,G3,policy_quality_mean,0.8916858583688736,0.95,0.8757915426045656,0.9074878759682178,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,bertscore_f1,G3,policy_quality_median,0.89195516705513,0.95,0.8646288514137268,0.9263283014297485,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,unsupported_claim_rate,G3,policy_quality_mean,0.27604166666666663,0.95,0.13020833333333331,0.44283854166666475,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,unsupported_claim_rate,G3,policy_quality_median,0.25,0.95,0.0,0.375,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,mean_claim_support_score,G3,policy_quality_mean,0.5728420995049721,0.95,0.4260682108272401,0.7085439977466496,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,mean_claim_support_score,G3,policy_quality_median,0.7058786804166932,0.95,0.42777450382709503,0.7928206631913781,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,output_token_count,G3,policy_quality_mean,77.875,0.95,59.625,95.9375,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
phase06-bootstrap-interval-v1,output_token_count,G3,policy_quality_median,81.0,0.95,48.0,112.0,question_id_cluster_percentile_bootstrap,question_id,5000,5000,42
