schema_version,sample_id,blind_order,question_id,split,retrieval_strategy,k,confirmation_sampling_stratum,sample_seed,example_id,semantic_config_sha256,semantic_label_governance_sha256,annotation_guideline_version,annotation_guideline_sha256
phase03-semantic-confirmation-sample-v1,18db4ec1724c473256f0914ee060a93766998c8774912bf2ded1a1e71b5ba246,28,TRAIN_Q437,train,hybrid,5,strict_positive_semantic_negative,43,5b6ba1c2046bb2f42db7fd7dd68f4a9abf5fdbc0d4cbc53375aa1cb344cadd2d,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,1a0cd9c54b4ee6558a1bbcad1509332b4ec31f29c0d6004ad542c91a8fca3215,42,TRAIN_Q063,validation,dense,5,strict_negative_semantic_negative,43,6b9801730f28f15484008ad183f1a14bda961a106524ff8bb72f25122a688881,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,1c51d5e4f51ebe3037ecad90e0832364249f347de7b4d43d2a2a38284ac007bf,33,TRAIN_Q368,train,dense,10,strict_negative_semantic_negative,43,0ca1cb8a4892e50dacda8093a750bc945f19f913f2bf9374e365c43e255bd035,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,1db4be1257c65d365a220bbb0d1e04293afb478b0ed53a36078d92ac3af10685,86,DEV_Q074,train,bm25,1,strict_negative_semantic_positive,43,2a4ece46f01054aea29e492a74d8f1c8c153a68ece6e30a09df8c8b45161e69d,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,2085647fbbe063bc5438a9a54f71d73d209a62195c6d26a60e4ef802f6c27d12,95,TRAIN_Q027,validation,bm25,10,strict_negative_semantic_negative,43,fdf755a0584f2713d6105333d3e2e74c5d1778acb565a7cdc24377c2d15bde34,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,24517f6c293ab8661ea64bd0569641c5aead7d1fbeac271be3fa7297555b102e,88,DEV_Q119,train,dense,5,strict_positive_semantic_positive,43,6c5cca60c9b9870e296f5b61b5d6703023acc4439eaad16f44e431299c88db95,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,25027f039b5a198b89446fb85bf75c1ce4e8c318e3b7199caf1cddf2cb30c070,30,TRAIN_Q471,train,hybrid,3,strict_positive_semantic_negative,43,8942cd6d9f8d3c598277f2bd7e2d554892c899c659c38bce68ae92c038f33ae8,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,25537cf5aa713261985db5227fa0fada2077c41da6568a75b2d7b87bb8f3e642,66,DEV_Q230,train,dense,1,strict_negative_semantic_negative,43,684b1a58e256c11d764c487aa08177dfc826d2f2bbb10a21c2d98185dc9e3c5a,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,25790c8f31b10afa5e4bde963056e2cad56f28c2e5dd937da780fb5f19870535,21,TRAIN_Q230,train,dense,5,strict_negative_semantic_positive,43,37888d2e6e9a3cb6935ec03d037754a5046b69037ec95dd92ff69e431235f2c7,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,2692c4c063d3071909c7738eb8cd0568247758ce84451442a42506451a789ccf,16,DEV_Q175,validation,hybrid,1,strict_negative_semantic_positive,43,9b67ecfa971ae66f7d4664e300095d393a185f19792a71eebd11ae9eccc9fb16,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,2cee14ad7dc7643e6c60513bc282822c9d74e0834e4306bb7018f9eea3694f07,47,TRAIN_Q343,train,bm25,1,strict_negative_semantic_negative,43,3c2fb3c2f7a31f54d103a9507e832be479ccd985e43311800d572151b1a632ab,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,38efdb97ed6c3ba01d1da05dbf008d65dbfa7c7fb1bd475f55ce880be4832ac1,23,TRAIN_Q016,train,bm25,5,strict_negative_semantic_negative,43,bc9448105de94574a0cbdf655f5acf1fbe3ccef2ae44d2af51325bbcf80da821,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,3a9107abbe16508e6acb4a81f3d530410d3aaa3ae1a296afb9b07a9a48170815,29,DEV_Q242,train,bm25,1,strict_positive_semantic_positive,43,e106497dfc0a64e19bba80eceddeac71227d5d500286f5dd5de6569459831666,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,3b22b0863df06fd1444984e148ebf5fc9abd82e5ce872dc816c609184d08f4da,7,DEV_Q253,validation,hybrid,10,strict_negative_semantic_positive,43,55e5c96d8b9f273704a878c53dedf43027aafdff4e4e45688c9a4c8657f98018,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,3d6454e428a3bfaf785093cab54ea8d39605d0dc51467071ac20dbfa00546537,49,TRAIN_Q599,train,bm25,10,strict_positive_semantic_positive,43,8813720a247e2cbd7493f1d91ee755f68f44c38b48bf996ab0c3e77e5b28a976,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,3e5cc29f90caf7d98ce072e0c36fa91a063b2e5223abb8ea25ce7829441ede4b,84,TRAIN_Q384,train,dense,10,strict_positive_semantic_negative,43,7aff0f48435b55839d17adc941ba97f93b4e907e5170defdf99965d9024c3bfa,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,3ef362591f0dbdf11ba5447d8e49bf90209ac2dec6d6b80b2d45e30846a141da,18,DEV_Q211,train,bm25,1,strict_positive_semantic_negative,43,c97b31f771a73272cc45b581e148f983bc2b293fb2a7fbdb69bd51f80987465f,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,3f9158e00b330af075e9099e4cac1144e1d82674ad75d8c416355e978d71cd60,87,DEV_Q229,train,hybrid,10,strict_negative_semantic_negative,43,ca1646f73979ba005af0e130ee1fe2846ac0e4c7ab807c02af60db7422e61736,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,4203bbb3b6d7e6096c3f94335d8088f97e8e7ccefe63d8e7f2e7677eede4acfd,53,TRAIN_Q029,validation,bm25,5,strict_positive_semantic_positive,43,7ae2aad7e5afd65006d75034e05ca6ad63451dc7d1afeb9c5439e94c24b08895,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,4dc3d82a0d018774038bbf8a19e5bb2c610e4d78126a234bd0f4c14b647901c6,3,TRAIN_Q202,train,dense,3,strict_positive_semantic_negative,43,3b9050713cd691ac4447e2f0583bdaa451375f537b4ee1fc4857cf4890aaeb5f,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,4e64a67487b8dfebb5442192ec0214c3e4192ae973826d38f507e560967bfb62,56,TRAIN_Q314,train,hybrid,1,strict_negative_semantic_negative,43,34a5d229010b75fd508d9615788871e18fd020d85ab52c0d7113b91d9a632beb,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,4e9ee4c950327a999930081b729b7734b15d10c1f7b07932c311ba2bf9c14415,62,DEV_Q040,validation,dense,1,strict_positive_semantic_positive,43,751c22329ee35918ed081b9750f704c9c05b80ca2b9fa4a9d593a3542e9e99e6,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,4edea6e1f4731951270f71ee770e48bc1ecdaa187eacf4d62ccb676210e40725,6,TRAIN_Q136,train,dense,10,strict_negative_semantic_positive,43,0bed11e19cb7af4c85107908ba23296267405377a13ff9a025103e55517bcdf3,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,4fcf9d10d46cf04b356372d19401ce80f6f0052f1faec25fa69ecb3663674de0,10,TRAIN_Q395,train,dense,10,strict_negative_semantic_negative,43,5e58c9ce84d45b281b4fd09db87edb807456114e290b41399ab0d91383974272,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,50ae6701b1a8701eb64dc5f49cb92b023a2b1088e90b6c9e5ec6f9b0ff6ee80a,55,DEV_Q271,train,hybrid,5,strict_positive_semantic_positive,43,353152dfbcf63a21880d8d595070c71cf5e97d8d158d03f6fb1f63507e76ad1f,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,5146a785c5680aca82aedf3519501da5b3b28a75097ad70f8c8f588e39b9aac1,27,TRAIN_Q490,validation,bm25,1,strict_negative_semantic_negative,43,d8d468c2ebe7c6615b4a53104561d3aa55f308b4994a844a272f7c54e3034f91,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,5226d94e6667eeb70198ddaa3d9951858fd7c00e3c6c90309f1265d0b9f542c2,14,TRAIN_Q415,train,bm25,1,strict_negative_semantic_negative,43,3db90d9e7b3820abffb5a9361edccdcc2242642937e994501b73c243e089bcb4,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,552288ad728189fc50e7719a08d69cd7069c50000bafa3f14944506371f0ab2e,15,TRAIN_Q544,train,bm25,5,strict_negative_semantic_negative,43,d9b54f37c4d7af2bd455e9433afbccb47efa1f89e234715b23b452088b8889e7,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,5af2aed415195a1e969c2d94bd6f5c04fb414d0e0d66d7e7bcd5784df45c51a5,90,DEV_Q221,train,hybrid,3,strict_negative_semantic_negative,43,5324d5ac48bd7afc8cea96ad3eacce145f2e14068c34a48ed4358d4da1fce014,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,5b38674729527e3366c81e26192268e145eedd6513fca1d57e0cbe141262a1c6,59,TRAIN_Q118,train,hybrid,5,strict_negative_semantic_negative,43,bdb6c8f7495b3d645b32f3ab7fcd977e264ed41de05a3fc0a91fee8f174ef12b,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,5f161554c624b5c4257b4e143322261db20ff74da303c85e8c4635d6794f50b9,85,TRAIN_Q547,train,hybrid,3,strict_positive_semantic_positive,43,5a7bb4656ab89b8806f42bd7477bb3173d73313f3d13e53c345f1ef992ecbb98,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,663cc707ec503cd11c9f4c892cb2cbff60dcbc0ede4d0baf860bc60d8a255107,50,TRAIN_Q199,validation,bm25,10,strict_negative_semantic_negative,43,695feb3b893227c3838a81dc8d4ef00529e0c1333bb2cc07b52ba618b56b78fd,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,6a28621999555fc5e856707cb0d864346a12c78b33cb02ab1998b03b42d26f80,76,TRAIN_Q520,train,dense,3,strict_negative_semantic_positive,43,0a9de60a74a61f3290bb58103725521035d2ad84ceb4c1834f3197c99318ce5f,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,6f4babf91e3ab2c4e8f7fac37ec306d3c08fb6a327502a10776463b25903ae6d,22,TRAIN_Q397,train,hybrid,5,strict_positive_semantic_positive,43,863dc57f81213cb040ccde60fd70d07e9e05a68db70a0c90be81c1c009e9a47a,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,7629343e0512c973f7cfb330ace1d09cafc85313d6fc35c1954a3400af33e8a9,96,TRAIN_Q444,train,bm25,1,strict_negative_semantic_negative,43,cda2c365e58f0a27e25af5a33fbe223ef2ea503d05d8a2eede21900f2c0142f7,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,7b1c93ebfcdb23f618b82cca09de324933f42060d99e6eb23bbbeba5cdd6d495,32,TRAIN_Q341,train,bm25,1,strict_positive_semantic_negative,43,0cccbbf5869003e4a27eaacbd87259b6bd1ef1f82f9e68446db5fe6d6d722618,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,7ba44d9a9e84b313f24d716b003327732dcffc6f11e2d1ecbb698edf3d00a088,46,TRAIN_Q540,train,dense,10,strict_negative_semantic_negative,43,11473ac3dc7e09cae4b941ad9989568940ea746cb0ec199f90745d564ab3cd47,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,7d9140deed212edb1212aa4e4a161212291812e5b496e1c83ebdf149a10b0c0c,82,DEV_Q033,validation,hybrid,10,strict_positive_semantic_positive,43,11aa14dd6531744c31818225bade448d99d040b6211f3fd4c0ac482cf0c0e815,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,7f05c4ff3e85bdce768a1e1368682f8c92b4a2d9d35b3676982077c15fd4a551,73,TRAIN_Q270,train,dense,5,strict_positive_semantic_positive,43,469dad0f7a7dc9b89e7794df0ca17202744d7ba9fae4b37bd9c4bc0054010756,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
