schema_version,dataset_revision,question_id,provenance_partition,question_sha256,normalized_question_sha256,is_impossible,reference_status,gold_doc_ids_json,gold_evidence_analysis_status,split_group_id,split,split_seed,split_algorithm_version,component_manifest_sha256,split_frozen_at
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,DEV_Q010,DEV,49a0b73431c26ef8c6c0b1576b50b065dfe1342ca4d1c6adba25816548e556e1,233b177c0f361ac9dd62942b2c5c7426fbf4e52c1be9d98b567eb33a78169490,false,available,"[""techqa-doc:corpus/swg21317981.txt""]",confirmed_attached_context,techqa-group:866e8f14eb78d8ffe14d28bc0253bce42450233e11fe1fd10253b9295ed5104e,train,42,connected-component-lexicographic-milp-v1,be474a6b88da73da789620bef66aec6c2421294beedfa90eb1363be16f5b13e1,2026-08-18T09:20:02Z
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,DEV_Q011,DEV,b3f35b5563de47ce497bd4867ffd103a470175d434f7b7970d829a3cd7b0e054,a67fadca58808f34b9bdba9fe1e9f621a9e672c2bd04140c4f38e5360d729562,false,available,"[""techqa-doc:corpus/swg21577379.txt""]",confirmed_attached_context,techqa-group:654ce8e76f107521e17dc8d747ff6bd1f14f750c7d4d88eb311e675f31600445,train,42,connected-component-lexicographic-milp-v1,be474a6b88da73da789620bef66aec6c2421294beedfa90eb1363be16f5b13e1,2026-08-18T09:20:02Z
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,DEV_Q012,DEV,d287a0fb0aff603fa5e92c3967bc22453fb14d4d062303f4391221724897a17c,8d2d878d626dd6bc227ccb0c6563f9722a1b1ce77af6544c34a21c9279249ba0,false,available,"[""techqa-doc:corpus/swg21959723.txt""]",confirmed_attached_context,techqa-group:7f8f07880157ff84b1f48e9f62caeffec6580271ab8ef78fceaf570602d64690,train,42,connected-component-lexicographic-milp-v1,be474a6b88da73da789620bef66aec6c2421294beedfa90eb1363be16f5b13e1,2026-08-18T09:20:02Z
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,DEV_Q013,DEV,0fc053bc8ba71e94472913ba2477ea50354d2b27f38b4ec52841f8ffa93a9c76,35451bc1433db58f34625b22af8d004361ec39a02173121fe614b20f3d14a6a4,false,available,"[""techqa-doc:corpus/swg21665766.txt""]",confirmed_attached_context,techqa-group:285f11def2c76c937d59fba69e4572f50a05abfb89e40fa93b993b4aeee0d55a,train,42,connected-component-lexicographic-milp-v1,be474a6b88da73da789620bef66aec6c2421294beedfa90eb1363be16f5b13e1,2026-08-18T09:20:02Z
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,DEV_Q014,DEV,61496315dc7bee174d2424e7bfc604550b219a93a557a2f24894c30ebbdd7fb7,cbe53903b76d73960fd2cc997d4306a95d29ea04e911216e2f4a49e0df9d1372,false,empty_answerable,"[""techqa-doc:corpus/swg21138332.txt""]",pending_manual_alignment,techqa-group:90f53b152b8ff1f3b010cda2ddb99200d8a8e50671dba686f21c38019c17edad,validation,42,connected-component-lexicographic-milp-v1,be474a6b88da73da789620bef66aec6c2421294beedfa90eb1363be16f5b13e1,2026-08-18T09:20:02Z
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,DEV_Q015,DEV,147988c62ee3c00a779e094df792c859fb7803bdd0245e7d5fcc22d96fd8cd20,a2a0acb5cb7873a168db71e5b471134cc60201ea88164d61da53bb907d576100,true,not_applicable_impossible,[],not_applicable_impossible,techqa-group:d9c5839796478bf61a3d6644e15e7e245c7ff989c03279ff494a3cfdec9d0806,train,42,connected-component-lexicographic-milp-v1,be474a6b88da73da789620bef66aec6c2421294beedfa90eb1363be16f5b13e1,2026-08-18T09:20:02Z
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,DEV_Q016,DEV,112dfc3cf3acb67db3267ada68ca756282806a290774f5f3551464763adb27c8,8235196f829b17b9be866ff846c168ebd42dfb67378d5d2c971b9a8e81fad2b2,false,available,"[""techqa-doc:corpus/swg21502095.txt""]",confirmed_attached_context,techqa-group:59d5672987729a118b0fb7ee2d136b18ed949530cc9617e418b3859a56ad3ddd,train,42,connected-component-lexicographic-milp-v1,be474a6b88da73da789620bef66aec6c2421294beedfa90eb1363be16f5b13e1,2026-08-18T09:20:02Z
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,DEV_Q017,DEV,38c345faa8f820654feabff26ccdf21a10d3b3ba09e9c7fa86665ee6c8d506f4,665fa12f1242ca7cfbbff3037bde0e99829af5e4831bfb8baa96e5fce135cabb,true,not_applicable_impossible,[],not_applicable_impossible,techqa-group:0753c77c546ccdde6762524094ba3f5ca3f27b549e63e94313c308e915d56713,train,42,connected-component-lexicographic-milp-v1,be474a6b88da73da789620bef66aec6c2421294beedfa90eb1363be16f5b13e1,2026-08-18T09:20:02Z
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,DEV_Q018,DEV,c7ff8332949e4d71561f5d68ab89870976d2564f47f01bc72ed8c42b0f382ea3,22f48293a0e5a197da9a1bf868678b8484011b4ff0a76bd33d845ed447458595,true,not_applicable_impossible,[],not_applicable_impossible,techqa-group:de4e2df74a7a22392a9bc01596142c065e3561ae40595f1b601f7d09e2e40f0e,train,42,connected-component-lexicographic-milp-v1,be474a6b88da73da789620bef66aec6c2421294beedfa90eb1363be16f5b13e1,2026-08-18T09:20:02Z
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,DEV_Q019,DEV,20150a7c08d0aba7fecadc8a892f1304827a393cc376ce908c0d8e390d569fde,66e69bf21b0dc1a488bead9e6768ff03968f2c1b98196af48b057671eb748cb1,false,available,"[""techqa-doc:corpus/swg21700397.txt""]",confirmed_attached_context,techqa-group:e2f06f87c7bde32513eeb80fb0d61638bc383c88df4478a8da043b82cfdb44be,train,42,connected-component-lexicographic-milp-v1,be474a6b88da73da789620bef66aec6c2421294beedfa90eb1363be16f5b13e1,2026-08-18T09:20:02Z
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,DEV_Q020,DEV,2a7da14a2ce6914fb625d13239bbe0591c4b4f0887c9900c06c7b0ff646f3321,b4d1e00f5e62f0256579e6ee177d16f0c928aa5026b4f0bb6f71510ec65d406e,true,not_applicable_impossible,[],not_applicable_impossible,techqa-group:7584b59cd61c227e7e816cfd6ee92b4c039210732c805b5d6d24196e2eccdec1,test,42,connected-component-lexicographic-milp-v1,be474a6b88da73da789620bef66aec6c2421294beedfa90eb1363be16f5b13e1,2026-08-18T09:20:02Z
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,DEV_Q021,DEV,1c73dd26068737afff28ebcec0a38589388e9ddb9f2e79ff7d5293361b177c4e,b8b9c02d851432619c06253bf80aa1f38c614ec54f83323c6c3409994f51b293,false,available,"[""techqa-doc:corpus/swg21298897.txt""]",confirmed_attached_context,techqa-group:007b3174205da783c20ba98c376f24126319ba487742bf0d13e0c6b07c1bf2d7,train,42,connected-component-lexicographic-milp-v1,be474a6b88da73da789620bef66aec6c2421294beedfa90eb1363be16f5b13e1,2026-08-18T09:20:02Z
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,DEV_Q022,DEV,38882be9b8138f9be19bbe0fce13766863d20d4bb8b79f30950e0a33bb877b7f,e1931079dcec10bc87048963e6d5d339e9b3c3d6f382edf6e63d52ef67d534db,false,available,"[""techqa-doc:corpus/swg22005352.txt""]",confirmed_attached_context,techqa-group:6d1addf5bc501d696e4e54e73d1de274ae16df134ce1313f0d7bc491c0c67d4c,train,42,connected-component-lexicographic-milp-v1,be474a6b88da73da789620bef66aec6c2421294beedfa90eb1363be16f5b13e1,2026-08-18T09:20:02Z
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,DEV_Q023,DEV,0d97e6cde92693e7a852eace35e814a12ef14f7c5c11e70c7e8bc022da3ad39e,4dbb309fb8afe55f0a0c240100552d1002cc84a573b72a364ce91b3f11a1e252,false,available,"[""techqa-doc:corpus/swg21433278.txt""]",confirmed_attached_context,techqa-group:eee19c8a8787c757fff683544dd868d17fc6844172697b476f1f909355f59e91,train,42,connected-component-lexicographic-milp-v1,be474a6b88da73da789620bef66aec6c2421294beedfa90eb1363be16f5b13e1,2026-08-18T09:20:02Z
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,DEV_Q024,DEV,d8d08288e37d676e60500a89c211ed479fb079cd7c29ab637adfcc6e51fd9dc7,0eb04f6400ad831b660268c6f32cb7ddc251372a052b08a2387a5d199f13a083,true,not_applicable_impossible,[],not_applicable_impossible,techqa-group:ab961a60724f287290f7848f819a9475daee6e54569cd2c3c34ff51433537d6f,train,42,connected-component-lexicographic-milp-v1,be474a6b88da73da789620bef66aec6c2421294beedfa90eb1363be16f5b13e1,2026-08-18T09:20:02Z
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,DEV_Q025,DEV,4e3adbdcec1ed35bab02ed82dae8d4389c2215bcee06bd2d28ceab680a5ca238,0c78bc9cee11e616fc00af41631b0a2b9cf6dbe2c820a0ec3ab5473f250186ae,false,available,"[""techqa-doc:corpus/swg21959588.txt""]",confirmed_attached_context,techqa-group:ec793d9148ba1c5c3cab32d5ce2a9524d513c979cd687b7956cff0ad37560dfe,train,42,connected-component-lexicographic-milp-v1,be474a6b88da73da789620bef66aec6c2421294beedfa90eb1363be16f5b13e1,2026-08-18T09:20:02Z
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,DEV_Q026,DEV,3d21b03aacedff87fa0cff30f8fdaa63213168b9cea4cc02fb1fda41ae3d03c0,4fec64ff69950985ce67c758bcd465d9771cff30fabc38fe4f86b8762354528c,true,not_applicable_impossible,[],not_applicable_impossible,techqa-group:80b3fa965be7d48462ee6638d77d23c2545a535e2db416f3e51606ae4adf1e5a,train,42,connected-component-lexicographic-milp-v1,be474a6b88da73da789620bef66aec6c2421294beedfa90eb1363be16f5b13e1,2026-08-18T09:20:02Z
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,DEV_Q027,DEV,f8be71984e6488e1ede5c445062afec6c3d6e47837f8a6da6e98d8b4a56a8324,b2dc07b2d3085f8aa07e122ec749103ad90b3ab00b42847714829321784b335c,false,available,"[""techqa-doc:corpus/swg21618564.txt""]",confirmed_attached_context,techqa-group:ce1bb2b7acad080d847f9e8a3963b2817f6c0131bec9a4f79560a2a59e663e9a,train,42,connected-component-lexicographic-milp-v1,be474a6b88da73da789620bef66aec6c2421294beedfa90eb1363be16f5b13e1,2026-08-18T09:20:02Z
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,DEV_Q028,DEV,995740d7cb1d40266432c6c943b114e9b3dfff034614b07a27d59fa5f0949ae6,02408059c4d0dc32e0a6f04ebdbe9cdbe4462c3ad4de72bc4b72ff4247e92197,false,available,"[""techqa-doc:corpus/swg21975747.txt""]",confirmed_attached_context,techqa-group:4a35bff536712974bd72188070fa3c2d7c7f7e40a4e922bd4478a8607a1440ab,train,42,connected-component-lexicographic-milp-v1,be474a6b88da73da789620bef66aec6c2421294beedfa90eb1363be16f5b13e1,2026-08-18T09:20:02Z
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,DEV_Q029,DEV,a11db529fa232ae3d39916db3eeb7fa1ff0ed8fca8964f984911d7b130692860,82067278c5134391f469445d0e68f48268b87707115da6c4990fcf2ec55cf33e,false,available,"[""techqa-doc:corpus/swg21496354.txt""]",confirmed_attached_context,techqa-group:611b317d67134f27517223076297594f3a15d6f48d858b0b743d0ea7b3494427,test,42,connected-component-lexicographic-milp-v1,be474a6b88da73da789620bef66aec6c2421294beedfa90eb1363be16f5b13e1,2026-08-18T09:20:02Z
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,DEV_Q030,DEV,624f569f8ac03dabe90fee955e35cce865d162ab7540ff4d79934d849523aacd,24739f79dd6378baff2ba51b96235926622642474a530772bc9b66a72726cfae,false,available,"[""techqa-doc:corpus/swg21636533.txt""]",confirmed_attached_context,techqa-group:4a3ddc01cf87e81cb02e9b697a99379226cb8af059b34b8bf3160008db1b5d9f,validation,42,connected-component-lexicographic-milp-v1,be474a6b88da73da789620bef66aec6c2421294beedfa90eb1363be16f5b13e1,2026-08-18T09:20:02Z
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,DEV_Q031,DEV,2863f0bdfce207d1ea728b50ee6e0ac8585a60ee6ee345ded9e67b880ef6a7cd,93f9c8b5177517bc65b4bf790408fc988e5e5b5600eece77ba2c167615aaaf52,true,not_applicable_impossible,[],not_applicable_impossible,techqa-group:660410c2d6a1b07b1e013c7b515c7c10af339477e7097923122114ac6d6f0192,train,42,connected-component-lexicographic-milp-v1,be474a6b88da73da789620bef66aec6c2421294beedfa90eb1363be16f5b13e1,2026-08-18T09:20:02Z
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,DEV_Q032,DEV,6ba7053fa5509d15b3255e75602380eef9e5304c9bc4a99e2d1bbe31ea7bb9ce,285f2538203c12b553f506ce92388ee43cef08a38450af34bcf8c6b78b299baa,false,available,"[""techqa-doc:corpus/swg21994175.txt""]",confirmed_attached_context,techqa-group:cf97051b309adb546596d21bea4f75c6d06bba10f7bb60fa4759650d9ae4a71d,train,42,connected-component-lexicographic-milp-v1,be474a6b88da73da789620bef66aec6c2421294beedfa90eb1363be16f5b13e1,2026-08-18T09:20:02Z
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,DEV_Q033,DEV,13eb37d9432dde4b183444deb4c7d26c25ad954fbb0b76845ddf015e6fb0f257,3f87ff9961030a5138eec4cfc7e991c8e8efb38b247dfd011ff47fde7a8d3cf6,false,available,"[""techqa-doc:corpus/swg21269136.txt""]",confirmed_attached_context,techqa-group:08e218b6e9c8c0332daa27c6a50f567ab1f6d388ec7ec2b5164feae87cb203d0,validation,42,connected-component-lexicographic-milp-v1,be474a6b88da73da789620bef66aec6c2421294beedfa90eb1363be16f5b13e1,2026-08-18T09:20:02Z
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,DEV_Q034,DEV,cfe91b8ebbeee6b5354c1c42ceb26c01bf307d6c59459ef8ae09735f77e13092,82703bfde95a3f0a10679e4cc2e528c68ace02ce2daf014cf59291bb1a302bb4,false,available,"[""techqa-doc:corpus/swg21413628.txt""]",confirmed_attached_context,techqa-group:6e81d2562a2da4bcb63c444b1aac3e1f8cd38d910ab90d5c39c48476921e62ad,train,42,connected-component-lexicographic-milp-v1,be474a6b88da73da789620bef66aec6c2421294beedfa90eb1363be16f5b13e1,2026-08-18T09:20:02Z
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,DEV_Q035,DEV,710dbdce77b2d1e2b47c308a051aa6a6269fc6da4274d40564b220f53d10de04,f7539a13272cea4fbd26803b97a72d83b9cb86fcd372adc83335c8850c69128a,false,available,"[""techqa-doc:corpus/swg22013168.txt""]",confirmed_attached_context,techqa-group:16d91e623072382fae96dacffbbb27672e12d4902539ba6b88485aede98c5e8d,train,42,connected-component-lexicographic-milp-v1,be474a6b88da73da789620bef66aec6c2421294beedfa90eb1363be16f5b13e1,2026-08-18T09:20:02Z
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,DEV_Q036,DEV,9ce7cecf8c73a745afb049a85a27b2734879ae05ccd9edbd0b73855b77b90244,a08adef51dd7a651fcbd563299891e7d3d2e6a3b6d5f42c387de6d3f583d3db8,true,not_applicable_impossible,[],not_applicable_impossible,techqa-group:17b8b0579d9e75cd552dc7ba1114978c979f73078434f8c49e85a7aed6175413,train,42,connected-component-lexicographic-milp-v1,be474a6b88da73da789620bef66aec6c2421294beedfa90eb1363be16f5b13e1,2026-08-18T09:20:02Z
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,DEV_Q037,DEV,eb8d87cc674dc80c2c0d1ca8fa97b9587d8fc753f44f97445f9a925dec88c49b,750088e42ec6122b207789fbe161fcdc006ff51de99ce262a493be19e43b268c,true,not_applicable_impossible,[],not_applicable_impossible,techqa-group:881ea8145c45f523d94582475dbbb0afb880b967568d04ab4a0b4551d2b7bba5,train,42,connected-component-lexicographic-milp-v1,be474a6b88da73da789620bef66aec6c2421294beedfa90eb1363be16f5b13e1,2026-08-18T09:20:02Z
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,DEV_Q038,DEV,392e7d7ac310e0176e291487a33b7bf536aa673b62baa87eb9fa7776a426556b,3ec3993c42982f7313ce45a2314b609e4bc90b70a9523f41d47dd64ce6b2fe40,false,available,"[""techqa-doc:corpus/swg21451229.txt""]",confirmed_attached_context,techqa-group:b5383cf04930626848691aaef475de9dc2ab81b52a0d0c64d79dcba8fc486d83,validation,42,connected-component-lexicographic-milp-v1,be474a6b88da73da789620bef66aec6c2421294beedfa90eb1363be16f5b13e1,2026-08-18T09:20:02Z
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,DEV_Q039,DEV,188c89e11a3f4c0ad34056b2b54b8e8202ba45544cf072c7144f8c829e8a1572,2b78b91c1017145cd96ea7e41f9b2e34c8112ca1e10f987a05949e8d7cb5d4d0,false,available,"[""techqa-doc:corpus/swg21638268.txt""]",confirmed_attached_context,techqa-group:946f3334225563234a7b2dec4249dc6803f568b3d8dc77120dff36b917c25e89,train,42,connected-component-lexicographic-milp-v1,be474a6b88da73da789620bef66aec6c2421294beedfa90eb1363be16f5b13e1,2026-08-18T09:20:02Z
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,DEV_Q040,DEV,5fa8a0970a4102a1d120d4f5fd17f34ef37411e1a0c1e36c88d40db2a9f9859e,f9a2365f33a58ab4f82cc25d6f26ab8e210cdd3ed57665ab0f2f1ac3e68bae7c,false,available,"[""techqa-doc:corpus/swg21600618.txt""]",confirmed_attached_context,techqa-group:4dede33c4fbd831acee5d1dc4720605da3f3de0f9aec71f7d5124a8e6b72c2da,validation,42,connected-component-lexicographic-milp-v1,be474a6b88da73da789620bef66aec6c2421294beedfa90eb1363be16f5b13e1,2026-08-18T09:20:02Z
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,DEV_Q041,DEV,b4ca101d35c738ae48d7bf3d0ea9cdb6dea606aa725af2def0acd0b4646fc8e3,70099dd67c19d6c07f372b5b38dba3efac2727da818977c9c1de873f64cfa9f3,true,not_applicable_impossible,[],not_applicable_impossible,techqa-group:547f464393b7077a9d6d39e903bb17bb2d1d8ab56aa58f4b98958dc121898ebb,train,42,connected-component-lexicographic-milp-v1,be474a6b88da73da789620bef66aec6c2421294beedfa90eb1363be16f5b13e1,2026-08-18T09:20:02Z
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,DEV_Q042,DEV,bcbdb28f44122531131f3fe529caad08d34edf9253e273bfe6fc65717bd8c99a,3b5ee66108e8b756400eedd674188de3322ab686f89ec713b5992cc073718126,true,not_applicable_impossible,[],not_applicable_impossible,techqa-group:89d4649f0c489ce15592eea58aaa7c573474325580a1867b775cc3f4180255a5,train,42,connected-component-lexicographic-milp-v1,be474a6b88da73da789620bef66aec6c2421294beedfa90eb1363be16f5b13e1,2026-08-18T09:20:02Z
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,DEV_Q043,DEV,5c1dd916d8c384e565ed671475543a8dab010a38a44fbd42e8da131e960c0954,f86dbe98d630ec7a6bf6d463377b1da17241e953fce094df33e5a936266c94f1,false,available,"[""techqa-doc:corpus/swg24042656.txt""]",confirmed_attached_context,techqa-group:85fee2625ac3ba53a24e1a2272608a6dd2a9f740a69d73e554aa661c0b6d7c25,train,42,connected-component-lexicographic-milp-v1,be474a6b88da73da789620bef66aec6c2421294beedfa90eb1363be16f5b13e1,2026-08-18T09:20:02Z
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,DEV_Q044,DEV,ba700756d115e1a9251c5d2aae8d397914bd0ad692432809fb37d93f9d3c6fb5,f1a8f091233f08f7b513f9ecdb71d4f95884dd6ff838794d90872e3029b1c2ca,true,not_applicable_impossible,[],not_applicable_impossible,techqa-group:ae783d068182b82b326f98d8c0a7b5196e35f9f207cb11692dddf7f619d93913,train,42,connected-component-lexicographic-milp-v1,be474a6b88da73da789620bef66aec6c2421294beedfa90eb1363be16f5b13e1,2026-08-18T09:20:02Z
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,DEV_Q045,DEV,cde3c116e5e83fb5cd16772c39c5ea8c8575cb8bdd755bfbb00cb71e845e7287,9ad279cdf35f3951ce54a56ee19452faa2a016411c483f792c34cff41726c350,true,not_applicable_impossible,[],not_applicable_impossible,techqa-group:e541ede579a465d3cd14b4694fa14aaf0d769f21287b1fdf31baa9e05f53c1b8,test,42,connected-component-lexicographic-milp-v1,be474a6b88da73da789620bef66aec6c2421294beedfa90eb1363be16f5b13e1,2026-08-18T09:20:02Z
