schema_version,dataset_revision,response_id,source_id,official_split,task_type,source_name,model,temperature,quality,response_sha256,prompt_sha256,source_info_sha256,label_count,has_unsupported_span,implicit_true_count,due_to_null_count,label_types_json,primary_grounding_eligible
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,10,15593,train,Summary,CNN/DM,llama-2-13b-chat,0.7,good,d2aa56f6404082aa4e02936656509517697130be41a571b74eec678d8e9ccf6f,12255ddda1a3935b47ba678f0652ee22388962ac3c302912445a3bd55adce949,cb2a1bf50da050afebc8ed146af6fac17c2313e3cd520ac3802084cc81d78622,1,true,0,0,"[""Evident Conflict""]",false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,11,15593,train,Summary,CNN/DM,llama-2-70b-chat,0.7,good,4e9ae7a67572d7ce7b5b97de5c859a951ce8b8d3b8d0a446422f56c15b29b1aa,12255ddda1a3935b47ba678f0652ee22388962ac3c302912445a3bd55adce949,cb2a1bf50da050afebc8ed146af6fac17c2313e3cd520ac3802084cc81d78622,0,false,0,0,[],false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,12,15594,train,Summary,CNN/DM,gpt-4-0613,0.7,good,dd944cbf80c20eace395c968ed3a5eb58252f4ef702bd9d7875290abfe79e990,9d7b81830cb14bbcd35bd6a96a855921c8cf8813cb96bb7faea3f4b5f2ba56ab,9b1009eaef1a261522d9fef6d99f810ccb39b8096c5f054b076238e115c52e1e,0,false,0,0,[],false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,13,15594,train,Summary,CNN/DM,gpt-3.5-turbo-0613,0.7,good,04f3be29fed4306aca76c6ddfcd73fc76f4ee3b243e8d6773ad18b2f5469b2c2,9d7b81830cb14bbcd35bd6a96a855921c8cf8813cb96bb7faea3f4b5f2ba56ab,9b1009eaef1a261522d9fef6d99f810ccb39b8096c5f054b076238e115c52e1e,0,false,0,0,[],false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,14,15594,train,Summary,CNN/DM,mistral-7B-instruct,0.7,good,b613c3166da37fcc72d59ea758b2741b026932de43969a9e1dc033157611f556,9d7b81830cb14bbcd35bd6a96a855921c8cf8813cb96bb7faea3f4b5f2ba56ab,9b1009eaef1a261522d9fef6d99f810ccb39b8096c5f054b076238e115c52e1e,0,false,0,0,[],false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,15,15594,train,Summary,CNN/DM,llama-2-7b-chat,0.7,good,f91337fe7f745cef0544e0b68529f88044aa319744305ae3e04607d1e6f92497,9d7b81830cb14bbcd35bd6a96a855921c8cf8813cb96bb7faea3f4b5f2ba56ab,9b1009eaef1a261522d9fef6d99f810ccb39b8096c5f054b076238e115c52e1e,0,false,0,0,[],false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,16,15594,train,Summary,CNN/DM,llama-2-13b-chat,0.7,good,12182a715eee788e4f4c349093ffb339ec3be4eaef44d012a3e2712fcde33990,9d7b81830cb14bbcd35bd6a96a855921c8cf8813cb96bb7faea3f4b5f2ba56ab,9b1009eaef1a261522d9fef6d99f810ccb39b8096c5f054b076238e115c52e1e,0,false,0,0,[],false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,17,15594,train,Summary,CNN/DM,llama-2-70b-chat,0.7,good,7e20fddddec1bc77c944cc9f42ef5c7b694f38ab5f680c973e90f26bbeacbe04,9d7b81830cb14bbcd35bd6a96a855921c8cf8813cb96bb7faea3f4b5f2ba56ab,9b1009eaef1a261522d9fef6d99f810ccb39b8096c5f054b076238e115c52e1e,0,false,0,0,[],false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,18,15595,train,Summary,CNN/DM,gpt-4-0613,0.7,good,f6d467335d67f712d95c381a973fd73c362052c9dae444094633c8e44ef5e1fc,1b8aabad25fa461cf96e8c43762afb2b92750f034e7694cc06fdbd8b54577e75,fc56d5e8d3234d7998049d580d540a251208d7cced70ce85527dbf290125ff92,0,false,0,0,[],false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,19,15595,train,Summary,CNN/DM,gpt-3.5-turbo-0613,0.7,good,6d8649de0d755e0a208265eee64e373ecde6d9ccfffadc9e2527473a984db458,1b8aabad25fa461cf96e8c43762afb2b92750f034e7694cc06fdbd8b54577e75,fc56d5e8d3234d7998049d580d540a251208d7cced70ce85527dbf290125ff92,0,false,0,0,[],false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,20,15595,train,Summary,CNN/DM,mistral-7B-instruct,0.7,good,e930a5bea24d0794439307ec9b37d8b67e37a5d3ffa00bf359c6bc6713178033,1b8aabad25fa461cf96e8c43762afb2b92750f034e7694cc06fdbd8b54577e75,fc56d5e8d3234d7998049d580d540a251208d7cced70ce85527dbf290125ff92,0,false,0,0,[],false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,21,15595,train,Summary,CNN/DM,llama-2-7b-chat,0.7,good,1f25904a8e8a2343cfde35b0584c236cc99e81a9ace6ec0c9aeb4d4280111cd7,1b8aabad25fa461cf96e8c43762afb2b92750f034e7694cc06fdbd8b54577e75,fc56d5e8d3234d7998049d580d540a251208d7cced70ce85527dbf290125ff92,1,true,0,0,"[""Evident Baseless Info""]",false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,22,15595,train,Summary,CNN/DM,llama-2-13b-chat,0.7,good,2aee7e4603f9b8a6394f4c6421639f10f4650eeb96f78c5c3081bd55e5daeb93,1b8aabad25fa461cf96e8c43762afb2b92750f034e7694cc06fdbd8b54577e75,fc56d5e8d3234d7998049d580d540a251208d7cced70ce85527dbf290125ff92,1,true,0,0,"[""Evident Baseless Info""]",false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,23,15595,train,Summary,CNN/DM,llama-2-70b-chat,0.7,good,3bc327263e11338fb8273cd50bb934404891ed1ba6c149935c34eac47e25a55e,1b8aabad25fa461cf96e8c43762afb2b92750f034e7694cc06fdbd8b54577e75,fc56d5e8d3234d7998049d580d540a251208d7cced70ce85527dbf290125ff92,2,true,0,0,"[""Evident Baseless Info""]",false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,24,15596,test,Summary,CNN/DM,gpt-4-0613,0.7,good,1ac88518fb49632f5a728c413ad474ceef67148e208467d3fc997c0f1cf447bc,e441f1d092e9d0da0fc77900f70b7e98e9a816317617d78fbb91539ed65259a5,d221fec9f69f327ab83ca7f084bc2c8a0e5a4d6d9cdb14af9df92e02c9389f3f,0,false,0,0,[],false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,25,15596,test,Summary,CNN/DM,gpt-3.5-turbo-0613,0.7,good,9c4117ff23ba1464b9f0c572829d3cba2119df8f4d59998d1eac77ce6707cc9a,e441f1d092e9d0da0fc77900f70b7e98e9a816317617d78fbb91539ed65259a5,d221fec9f69f327ab83ca7f084bc2c8a0e5a4d6d9cdb14af9df92e02c9389f3f,0,false,0,0,[],false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,26,15596,test,Summary,CNN/DM,mistral-7B-instruct,0.7,good,095160681bf3efb368711ce4e83742f9472c2172a610e44407d70fcc530a6f40,e441f1d092e9d0da0fc77900f70b7e98e9a816317617d78fbb91539ed65259a5,d221fec9f69f327ab83ca7f084bc2c8a0e5a4d6d9cdb14af9df92e02c9389f3f,0,false,0,0,[],false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,27,15596,test,Summary,CNN/DM,llama-2-7b-chat,0.7,good,7b65ba8e8252887331abf304047159b129f633fc59e2cccd94fce542c2ec76bf,e441f1d092e9d0da0fc77900f70b7e98e9a816317617d78fbb91539ed65259a5,d221fec9f69f327ab83ca7f084bc2c8a0e5a4d6d9cdb14af9df92e02c9389f3f,0,false,0,0,[],false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,28,15596,test,Summary,CNN/DM,llama-2-13b-chat,0.7,good,b0b106915ba9dc2e49e0c8aaae47e236863174b6a5f191432879cfdcccd625a0,e441f1d092e9d0da0fc77900f70b7e98e9a816317617d78fbb91539ed65259a5,d221fec9f69f327ab83ca7f084bc2c8a0e5a4d6d9cdb14af9df92e02c9389f3f,2,true,0,0,"[""Evident Conflict""]",false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,29,15596,test,Summary,CNN/DM,llama-2-70b-chat,0.7,good,4c84f672c85470ba62a557984a4f3d331f7b29421f5669ef5f58f756f472c2d1,e441f1d092e9d0da0fc77900f70b7e98e9a816317617d78fbb91539ed65259a5,d221fec9f69f327ab83ca7f084bc2c8a0e5a4d6d9cdb14af9df92e02c9389f3f,1,true,0,0,"[""Evident Conflict""]",false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,30,15597,train,Summary,CNN/DM,gpt-4-0613,0.7,good,d1fce004e4efda38e063e17d8e5ab90c4a90b48d1969b7ec502d441f873b1b8d,aedfbd58373088fda588e5b33d6e3e110cf2fa7cd1c28b12a82c649359559762,57a275757f873d3f41e72490ccabf83ded0ef0f98f71febee42c068007c8a857,0,false,0,0,[],false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,31,15597,train,Summary,CNN/DM,gpt-3.5-turbo-0613,0.7,good,9f95091f5b2a94a2f6fb7afc74fbb06d2de4e45d3f640195a1def9589f06e3ac,aedfbd58373088fda588e5b33d6e3e110cf2fa7cd1c28b12a82c649359559762,57a275757f873d3f41e72490ccabf83ded0ef0f98f71febee42c068007c8a857,0,false,0,0,[],false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,32,15597,train,Summary,CNN/DM,mistral-7B-instruct,0.7,good,9596ed0ae9c407e5f1fd60fb341d9b052d4db87b7a2ea9fd1519278dec60b55a,aedfbd58373088fda588e5b33d6e3e110cf2fa7cd1c28b12a82c649359559762,57a275757f873d3f41e72490ccabf83ded0ef0f98f71febee42c068007c8a857,0,false,0,0,[],false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,33,15597,train,Summary,CNN/DM,llama-2-7b-chat,0.7,good,98fcd3ce00c7a721ec40d4b50506eb3d3daea59133fc34fd950fdc209448f9ac,aedfbd58373088fda588e5b33d6e3e110cf2fa7cd1c28b12a82c649359559762,57a275757f873d3f41e72490ccabf83ded0ef0f98f71febee42c068007c8a857,1,true,0,0,"[""Evident Baseless Info""]",false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,34,15597,train,Summary,CNN/DM,llama-2-13b-chat,0.7,good,ff3c9980843ee6fcdb7f454bfb7465bbaaa9cb40aed415fe596288bb0164b32f,aedfbd58373088fda588e5b33d6e3e110cf2fa7cd1c28b12a82c649359559762,57a275757f873d3f41e72490ccabf83ded0ef0f98f71febee42c068007c8a857,0,false,0,0,[],false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,35,15597,train,Summary,CNN/DM,llama-2-70b-chat,0.7,good,b3ad38bb4ca8ea7e5613874dfe248750951797a51c39b8b30117f95751a31ddc,aedfbd58373088fda588e5b33d6e3e110cf2fa7cd1c28b12a82c649359559762,57a275757f873d3f41e72490ccabf83ded0ef0f98f71febee42c068007c8a857,0,false,0,0,[],false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,36,15598,train,Summary,CNN/DM,gpt-4-0613,0.7,good,dc09dad30e28b356864a09e11539d0de14e51a454c3f8aefd7fb96f76f235775,34cbdf0ae96b82a9544c4f512e0f62a631861083c8ff407a68ab4f249d0782d1,189a648db868699cfec243c0ab6319c4523fe98206e64ec06deee9bea70365a6,0,false,0,0,[],false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,37,15598,train,Summary,CNN/DM,gpt-3.5-turbo-0613,0.7,good,4fb63877cd85435cdaa64c1bcb165640dbb20a80b09d0a30da452a38af36878e,34cbdf0ae96b82a9544c4f512e0f62a631861083c8ff407a68ab4f249d0782d1,189a648db868699cfec243c0ab6319c4523fe98206e64ec06deee9bea70365a6,0,false,0,0,[],false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,38,15598,train,Summary,CNN/DM,mistral-7B-instruct,0.7,good,405b1ad6813fa5cd4f40d454029c19bcfb9312f544ab3940b7cb391b47802296,34cbdf0ae96b82a9544c4f512e0f62a631861083c8ff407a68ab4f249d0782d1,189a648db868699cfec243c0ab6319c4523fe98206e64ec06deee9bea70365a6,0,false,0,0,[],false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,39,15598,train,Summary,CNN/DM,llama-2-7b-chat,0.7,good,58d44c3755b608eace9345c90766ca9387cbfc742b1142d0a3ebd06bad20b561,34cbdf0ae96b82a9544c4f512e0f62a631861083c8ff407a68ab4f249d0782d1,189a648db868699cfec243c0ab6319c4523fe98206e64ec06deee9bea70365a6,1,true,0,0,"[""Evident Conflict""]",false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,40,15598,train,Summary,CNN/DM,llama-2-13b-chat,0.7,good,e179f043fba8d02a6de053a08eaff922c44db86d3db0bddbe887096b0cc18378,34cbdf0ae96b82a9544c4f512e0f62a631861083c8ff407a68ab4f249d0782d1,189a648db868699cfec243c0ab6319c4523fe98206e64ec06deee9bea70365a6,1,true,0,0,"[""Evident Conflict""]",false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,41,15598,train,Summary,CNN/DM,llama-2-70b-chat,0.7,good,b7af9cd0f7051ef519fa6f2c3ee2815ef5b76cda9c6684e30f24fd542358d996,34cbdf0ae96b82a9544c4f512e0f62a631861083c8ff407a68ab4f249d0782d1,189a648db868699cfec243c0ab6319c4523fe98206e64ec06deee9bea70365a6,0,false,0,0,[],false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,42,15599,test,Summary,CNN/DM,gpt-4-0613,0.7,good,5b9284a499504a6ebe7e3052d2cf69bba364b9cd10ffcd0e4cc9e6d10ecddb76,f900e3bf269b72a5c1d8b5fe1dfb7f467385b999ebda462d6422b0f7cd0e558e,ed101f5b78715a3288916f13b43f1b5d1bcbfba3563c32a2e90cee08230238e4,0,false,0,0,[],false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,43,15599,test,Summary,CNN/DM,gpt-3.5-turbo-0613,0.7,good,20fcce3488727460eb02bc6cf7f0b793f41a115981fca1922a55b3d90e4264e2,f900e3bf269b72a5c1d8b5fe1dfb7f467385b999ebda462d6422b0f7cd0e558e,ed101f5b78715a3288916f13b43f1b5d1bcbfba3563c32a2e90cee08230238e4,0,false,0,0,[],false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,44,15599,test,Summary,CNN/DM,mistral-7B-instruct,0.7,good,4b51045867bb556d0a48691b077af06b8cb9b0cad429367de5978bf8589a12a8,f900e3bf269b72a5c1d8b5fe1dfb7f467385b999ebda462d6422b0f7cd0e558e,ed101f5b78715a3288916f13b43f1b5d1bcbfba3563c32a2e90cee08230238e4,1,true,0,0,"[""Evident Conflict""]",false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,45,15599,test,Summary,CNN/DM,llama-2-7b-chat,0.7,good,84bf24fbd5554aaf84f3709cb1376e049e50bc9f287a1ef5fc739b92a8a45300,f900e3bf269b72a5c1d8b5fe1dfb7f467385b999ebda462d6422b0f7cd0e558e,ed101f5b78715a3288916f13b43f1b5d1bcbfba3563c32a2e90cee08230238e4,0,false,0,0,[],false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,46,15599,test,Summary,CNN/DM,llama-2-13b-chat,0.7,good,5bfff3b7d3ad260613190046da5acb8337548a762e4a22884e17d5778ed76b32,f900e3bf269b72a5c1d8b5fe1dfb7f467385b999ebda462d6422b0f7cd0e558e,ed101f5b78715a3288916f13b43f1b5d1bcbfba3563c32a2e90cee08230238e4,1,true,0,0,"[""Evident Conflict""]",false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,47,15599,test,Summary,CNN/DM,llama-2-70b-chat,0.7,good,b24ba85adc308a3942b926feaac33bf42b23c171f295028e26905b7cc623c75c,f900e3bf269b72a5c1d8b5fe1dfb7f467385b999ebda462d6422b0f7cd0e558e,ed101f5b78715a3288916f13b43f1b5d1bcbfba3563c32a2e90cee08230238e4,0,false,0,0,[],false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,48,15600,train,Summary,CNN/DM,gpt-4-0613,0.7,good,143bb37b54cab3647efe5fb6e64e656fde6bf090184d0cf9124a949a57501780,7400c461c0b87f18cf446b9c96c4c18a17ed2cb29539d0971719e454b0cbcee4,d6f37d7a6cc3a1e8b845503ea7746226883387924e1c5f82b46e0226476d8a52,0,false,0,0,[],false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,49,15600,train,Summary,CNN/DM,gpt-3.5-turbo-0613,0.7,good,f86cdfd16d24b5748c7c1a55c923b45af9a04f7c18e413b36f2429d1971e6fe8,7400c461c0b87f18cf446b9c96c4c18a17ed2cb29539d0971719e454b0cbcee4,d6f37d7a6cc3a1e8b845503ea7746226883387924e1c5f82b46e0226476d8a52,0,false,0,0,[],false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,50,15600,train,Summary,CNN/DM,mistral-7B-instruct,0.7,good,1d4e9e2196064520dbd07a476ad5ea394cef4e1c7970bf78db752c7be4851f17,7400c461c0b87f18cf446b9c96c4c18a17ed2cb29539d0971719e454b0cbcee4,d6f37d7a6cc3a1e8b845503ea7746226883387924e1c5f82b46e0226476d8a52,0,false,0,0,[],false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,51,15600,train,Summary,CNN/DM,llama-2-7b-chat,0.7,good,48e69c05dabbc8c50bb7a84396b6c8bb4146b4f5894811553ff100b96fd47c2a,7400c461c0b87f18cf446b9c96c4c18a17ed2cb29539d0971719e454b0cbcee4,d6f37d7a6cc3a1e8b845503ea7746226883387924e1c5f82b46e0226476d8a52,1,true,0,0,"[""Evident Conflict""]",false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,52,15600,train,Summary,CNN/DM,llama-2-13b-chat,0.7,good,60112f89c6f5328a425862445f363b888ac3af2029d5e9c7741e7858e6db996f,7400c461c0b87f18cf446b9c96c4c18a17ed2cb29539d0971719e454b0cbcee4,d6f37d7a6cc3a1e8b845503ea7746226883387924e1c5f82b46e0226476d8a52,0,false,0,0,[],false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,53,15600,train,Summary,CNN/DM,llama-2-70b-chat,0.7,good,671c304fa0d8960f0e89ac406dd5f0b1e9f11774ebaf67c78bab428ce9b190db,7400c461c0b87f18cf446b9c96c4c18a17ed2cb29539d0971719e454b0cbcee4,d6f37d7a6cc3a1e8b845503ea7746226883387924e1c5f82b46e0226476d8a52,0,false,0,0,[],false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,54,15601,test,Summary,CNN/DM,gpt-4-0613,0.7,good,56677d889d0da6019d26592b1663a2ecc1fd90910794df2b7283048fae13558a,14fcd7eb94f9a4688840bda7f4d07b60dce52d2d1683d128081320c609504ba6,b34731634a31dacb2bc6c3a61dd90b1ba8e6f95269321e81f573867d4ed69d34,0,false,0,0,[],false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,55,15601,test,Summary,CNN/DM,gpt-3.5-turbo-0613,0.7,good,c75af8b810828c28f7b25741243c261dc769989dc4381205be8ac55eb307b9f2,14fcd7eb94f9a4688840bda7f4d07b60dce52d2d1683d128081320c609504ba6,b34731634a31dacb2bc6c3a61dd90b1ba8e6f95269321e81f573867d4ed69d34,0,false,0,0,[],false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,56,15601,test,Summary,CNN/DM,mistral-7B-instruct,0.7,good,f0b7d6b546a1d6cb47fe201735ce2c64e5f874e0f6b3998eb7bef9c3deaa23cc,14fcd7eb94f9a4688840bda7f4d07b60dce52d2d1683d128081320c609504ba6,b34731634a31dacb2bc6c3a61dd90b1ba8e6f95269321e81f573867d4ed69d34,0,false,0,0,[],false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,57,15601,test,Summary,CNN/DM,llama-2-7b-chat,0.7,good,fa27a1a2230740c25112af44f370784fcb69e700af642d928408c6ca0cb07500,14fcd7eb94f9a4688840bda7f4d07b60dce52d2d1683d128081320c609504ba6,b34731634a31dacb2bc6c3a61dd90b1ba8e6f95269321e81f573867d4ed69d34,0,false,0,0,[],false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,58,15601,test,Summary,CNN/DM,llama-2-13b-chat,0.7,good,9969c0432ec8a18405f3121169afafb3c9de84ad1c840cafaf213b6bb231ece8,14fcd7eb94f9a4688840bda7f4d07b60dce52d2d1683d128081320c609504ba6,b34731634a31dacb2bc6c3a61dd90b1ba8e6f95269321e81f573867d4ed69d34,1,true,0,0,"[""Evident Baseless Info""]",false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,59,15601,test,Summary,CNN/DM,llama-2-70b-chat,0.7,good,b91ceedb696c1fffc8a4b45a7146c51e683c04ef8e790e04c3d7b7103515a107,14fcd7eb94f9a4688840bda7f4d07b60dce52d2d1683d128081320c609504ba6,b34731634a31dacb2bc6c3a61dd90b1ba8e6f95269321e81f573867d4ed69d34,0,false,0,0,[],false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,60,15603,train,Summary,CNN/DM,gpt-4-0613,0.7,good,17aa98e25d05cfc9c145d7689a24ffd840a782d0cab7fd3920fe9958880975f2,bf79fb926eaf55cb4d3db9205765033532a0ecef699924db26675d7836266cd8,45301b15fb808d20907906ca63cab80c64d2076a0f7e2334c5dfa73a6e9b0a4c,0,false,0,0,[],false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,61,15603,train,Summary,CNN/DM,gpt-3.5-turbo-0613,0.7,good,7028336fb4dd16ef1617d5c51c837ad0d0621f583e3f1d4920e14935a28f6dbb,bf79fb926eaf55cb4d3db9205765033532a0ecef699924db26675d7836266cd8,45301b15fb808d20907906ca63cab80c64d2076a0f7e2334c5dfa73a6e9b0a4c,0,false,0,0,[],false
phase01-data-v1,c103204b9ce28d6bbad859304bf30de72b8ed8fe,62,15603,train,Summary,CNN/DM,mistral-7B-instruct,0.7,good,9f78c025cac1861587ee8de6f362ac4bfc787446bc9126d6e3f478c58b82b6c1,bf79fb926eaf55cb4d3db9205765033532a0ecef699924db26675d7836266cd8,45301b15fb808d20907906ca63cab80c64d2076a0f7e2334c5dfa73a6e9b0a4c,0,false,0,0,[],false
